Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2022-07-05,673.0,681.0,681.0,670.5,259000,-0.15,1,3,7,2022,186,5,27,701.25,708.704553017865,30.243902439024396,-36.00001336506682,-40.342345694426115
2022-07-06,678.0,678.5,680.0,671.0,235000,0.74,2,3,7,2022,187,6,27,707.775,712.4629270197455,36.666666666666664,-37.38774845032026,-41.42792877676593
2022-07-07,686.0,685.5,693.0,677.0,403000,1.18,3,3,7,2022,188,7,27,712.1,716.0906035481398,41.20603015075377,-39.12427216349374,-42.43797385837735
2022-07-08,689.5,682.5,696.5,679.5,264000,0.51,4,3,7,2022,189,8,27,719.15,719.2580355005755,41.41414141414141,-41.58617301683887,-43.26639928209825
2022-07-11,681.0,692.5,696.0,681.0,172000,-1.23,0,3,7,2022,192,11,28,724.425,722.3904602901098,19.23076923076924,-44.479927589409044,-43.6864558484131
2022-07-12,682.0,698.0,698.0,677.5,218000,0.15,1,3,7,2022,193,12,28,731.475,726.7473508469634,11.992619926199268,-46.660975388007046,-43.48808791316411
2022-07-13,661.0,680.0,690.0,658.0,354000,-3.08,2,3,7,2022,194,13,28,738.975,731.4575983045385,28.699551569506724,-48.867898572573836,-42.69486604445337
2022-07-14,663.0,663.5,685.0,662.0,215000,0.3,3,3,7,2022,195,14,28,747.925,738.874187599753,36.33916554508748,-48.83574745800172,-41.15160791242325
2022-07-15,667.5,673.5,676.0,651.5,277000,0.68,4,3,7,2022,196,15,28,756.95,746.8609441892007,31.431897555296857,-48.288009163286006,-39.23057302602863
2022-07-18,669.0,673.5,674.0,663.0,136000,0.22,0,3,7,2022,199,18,29,767.95,755.214727788064,36.30434782608696,-47.34470669747384,-36.966213991714284
2022-07-19,689.5,674.0,706.0,671.0,693000,3.06,1,3,7,2022,200,19,29,779.1,764.2899622920708,35.79849946409432,-45.604786725510166,-34.371590815274395
2022-07-20,688.5,698.0,705.0,670.5,652000,-0.15,2,3,7,2022,201,20,29,789.325,772.1625899017624,34.910620399579386,-44.80794651801466,-31.563291837715454
2022-07-21,688.0,678.5,691.5,663.0,344000,-0.07,3,3,7,2022,202,21,29,800.175,780.9691783124742,34.26501035196688,-43.03731852200383,-28.25212816764065
2022-07-22,706.5,710.0,710.0,673.0,1365000,2.69,4,3,7,2022,203,22,29,812.125,790.7554076085241,35.363247863247864,-40.10044688313906,-24.555830579049854
2022-07-25,713.5,728.0,736.5,708.5,3002000,0.99,0,3,7,2022,206,25,30,823.6,799.6243978831056,32.77227722772277,-37.652287854869655,-20.66967650302755
2022-07-26,706.0,713.5,718.0,686.0,1054000,-1.05,1,3,7,2022,207,26,30,834.675,808.6901239760641,31.47410358565736,-34.69260432635315,-16.424023665067022
2022-07-27,703.5,699.0,712.0,699.0,489000,-0.35,2,3,7,2022,208,27,30,845.525,819.4996107103867,31.006979062811567,-29.64671583248139,-11.856878499745488
2022-07-28,706.5,709.5,709.5,701.0,539000,0.43,3,3,7,2022,209,28,30,856.525,831.7100960483222,30.490196078431367,-22.520556833649152,-7.409419166561512
2022-07-29,785.0,709.0,838.0,707.0,9227000,11.11,4,3,7,2022,210,29,30,867.05,844.8901061586719,34.32671081677704,-13.402869430286387,-3.6316347497896015
2022-08-01,888.0,787.0,925.5,787.0,14233000,13.12,0,3,8,2022,213,1,31,873.175,851.1943278595846,43.31476323119777,-9.563161225553813,-1.1888260796654049
2022-08-02,803.5,905.0,944.0,792.0,11891000,-9.52,1,3,8,2022,214,2,31,873.925,847.3200465816461,26.134301270417424,-15.01046949914155,0.9047577068066972
2022-08-03,764.5,808.5,808.5,755.5,4564000,-4.85,2,3,8,2022,215,3,31,878.625,851.9326830639246,18.10865191146881,-13.14124523016983,4.883564508293759
2022-08-04,827.0,760.5,839.0,760.5,6797000,8.18,3,3,8,2022,216,4,31,885.2,861.1361233864429,24.128686327077745,-6.593380868970598,9.389766942909656
2022-08-05,795.0,830.0,831.0,765.0,3851000,-3.87,4,3,8,2022,217,5,31,888.625,864.7293995323844,12.111801242236027,-4.503657544400426,13.385553895879719
2022-08-08,822.0,808.5,827.0,782.5,2645000,3.4,0,3,8,2022,220,8,32,893.675,872.0693363252669,20.209059233449466,1.4872788814240039,17.857856755949754
2022-08-09,832.0,821.5,841.5,800.0,2087000,1.22,1,3,8,2022,221,9,32,897.35,877.3397927805581,24.27536231884058,6.363168226655716,21.950501224581192
2022-08-10,840.0,832.0,847.0,812.5,1304000,0.96,2,3,8,2022,222,10,32,900.125,882.1124025469326,28.782287822878217,11.475839089454666,25.847334474062556
2022-08-11,843.5,840.0,844.0,808.5,1803000,0.42,3,3,8,2022,223,11,32,901.475,886.5452870255571,30.337078651685403,17.019999513034918,29.440208320214527
2022-08-12,887.5,842.5,938.0,837.5,8778000,5.22,4,3,8,2022,224,12,32,902.725,891.0763698703526,45.55555555555555,23.492437006215027,32.54526052200943
2022-08-15,892.0,899.0,899.5,843.0,5989000,0.51,0,3,8,2022,227,15,33,901.375,891.4528298567054,47.67441860465116,26.93191268651094,34.808466400958025
2022-08-16,894.0,890.0,909.5,889.0,1659000,0.22,1,3,8,2022,228,16,33,900.375,891.3952329995165,49.112426035502956,30.472015643012014,36.777604829569796
2022-08-17,905.5,891.0,909.0,891.0,1459000,1.29,2,3,8,2022,229,17,33,900.175,891.1210469994655,61.11111111111111,34.34360864359314,38.35400212620924
2022-08-18,927.0,912.0,953.0,904.0,4372000,2.37,3,3,8,2022,230,18,33,898.7,889.6074729994093,87.5,37.61471667497369,39.35660049686326
2022-08-19,936.0,924.0,936.0,918.5,1029000,0.97,4,3,8,2022,231,19,33,896.1,885.6714175256628,96.55172413793103,39.05362595611791,39.79207145233565
2022-08-22,935.0,936.5,945.0,912.5,1986000,-0.11,0,3,8,2022,234,22,34,892.7,880.3736720020485,96.85534591194968,39.405781061053176,39.976682826390075
2022-08-23,923.0,933.5,940.0,909.5,1467000,-1.28,1,3,8,2022,235,23,34,888.95,874.6235322127905,82.27848101265823,39.38390221591874,40.1194082677243
2022-08-24,923.5,929.0,929.0,914.0,349000,0.05,2,3,8,2022,236,24,34,883.0,869.5312724457158,67.35751295336789,40.004938275897416,40.30328478067569
