Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2021-04-28,1540.0,1540.2,1540.2,1521.0,1266000,-0.01,2,2,4,2021,118,28,17,1536.4599999999998,1550.2529962519532,58.9743589743589,-27.895517336228068,-39.05938149631598
2021-04-29,1540.0,1540.0,1547.4,1524.4,1196000,0.0,3,2,4,2021,119,29,17,1535.24,1551.3322590153166,51.540616246498615,-30.086861247470097,-41.85034753633795
2021-04-30,1540.0,1546.8,1547.0,1525.0,633000,0.0,4,2,4,2021,120,30,17,1534.59,1552.52512838535,56.42317380352642,-32.44618585785588,-44.791219108554905
2021-05-04,1532.0,1546.8,1546.8,1532.0,437000,-0.52,1,2,5,2021,124,4,18,1534.54,1553.8435629522287,55.29715762273899,-34.985597475361146,-47.877477421229656
2021-05-05,1540.2,1532.0,1542.0,1520.4,423000,0.54,2,2,5,2021,125,5,18,1534.99,1556.1428853682528,60.45197740112978,-36.90338324933509,-51.10044740769678
2021-05-06,1533.0,1530.2,1542.0,1522.6,722000,-0.47,3,2,5,2021,126,6,18,1536.2800000000002,1557.8210838280688,58.70206489675502,-39.64930788085371,-54.64971344728719
2021-05-07,1546.2,1530.2,1546.2,1510.0,912000,0.86,4,2,5,2021,127,7,18,1538.8700000000001,1560.4338294941813,75.41528239202628,-41.844298114088815,-58.39981483889555
2021-05-10,1545.6,1550.2,1550.2,1534.4,597000,-0.04,0,2,5,2021,130,10,19,1540.56,1561.9321273356738,63.09859154929554,-45.38125949375831,-62.538694020097225
2021-05-11,1546.4,1534.6,1546.4,1515.2,1147000,0.05,1,2,5,2021,131,11,19,1542.78,1563.6512986341656,54.50121654501217,-49.17452642571811,-66.82805265168194
2021-05-12,1544.8,1549.8,1549.8,1531.2,634000,-0.1,2,2,5,2021,132,12,19,1546.95,1565.467224806183,52.30024213075056,-53.38230310722747,-71.24143420817289
2021-05-13,1545.2,1532.0,1545.2,1511.0,1294000,0.03,3,2,5,2021,133,13,19,1552.21,1567.6427221542021,40.29850746268663,-57.813577299157714,-75.70621698340923
2021-05-14,1536.0,1545.2,1545.2,1532.0,1156000,-0.6,4,2,5,2021,134,14,19,1557.45,1570.0051139599077,29.109589041095987,-62.66929705250641,-80.17937690447212
2021-05-17,1539.0,1535.8,1539.0,1299.8,5679000,0.2,0,2,5,2021,137,17,20,1563.35,1573.584599639898,32.715008431703254,-67.01868048965343,-84.55689686746355
2021-05-18,1534.0,1520.8,1538.4,1511.0,1334000,-0.32,1,2,5,2021,138,18,20,1569.44,1577.2250838125187,27.34627831715217,-71.9007127241257,-88.94145096191608
2021-05-19,1528.8,1534.0,1534.0,1512.0,941000,-0.34,2,2,5,2021,139,19,20,1575.74,1581.7750926348892,18.07838179519601,-76.57704168195596,-93.20163552136367
2021-05-20,1537.8,1528.8,1537.8,1516.6,1046000,0.59,3,2,5,2021,140,20,20,1582.18,1587.351418175404,16.883116883116926,-80.90243549093998,-97.35778398121558
2021-05-21,1529.8,1537.8,1537.8,1521.0,496000,-0.52,4,2,5,2021,141,21,20,1588.35,1592.5673569307096,12.763320941759673,-86.16281179999305,-101.47162110378447
2021-05-24,1523.8,1525.2,1530.8,1515.0,1105000,-0.39,0,2,5,2021,144,24,21,1595.09,1599.174447133942,9.159347553325034,-90.80914211736672,-105.29882342973232
2021-05-25,1525.4,1524.2,1530.4,1513.2,6300000,0.1,1,2,5,2021,145,25,21,1602.15,1607.1085994638306,8.869987849331778,-94.80777983710732,-108.92124375782372
2021-05-26,1521.2,1520.2,1529.6,1520.0,202000,-0.28,2,2,5,2021,146,26,21,1609.29,1615.7095046705494,6.947890818858582,-98.69538245630906,-112.4496097380028
2021-05-27,1515.6,1529.0,1530.0,1513.4,379000,-0.37,3,2,5,2021,147,27,21,1617.1100000000001,1625.6578735832388,5.063291139240491,-101.79417150908944,-115.88816655842624
2021-05-28,1527.0,1515.6,1530.0,1502.4,609000,0.75,4,2,5,2021,148,28,21,1625.82,1637.2429129077902,5.326231691078561,-103.69852885996056,-119.41166532076042
2021-05-31,1539.0,1527.0,1542.2,1517.6,811000,0.79,0,2,5,2021,151,31,22,1633.87,1648.8474300559787,5.649717514124291,-105.7815663680185,-123.33994943596038
2021-06-01,1541.0,1530.0,1543.8,1525.4,627000,0.13,1,2,6,2021,152,1,22,1640.64,1660.4103174302923,5.714285714285708,-108.12345691295013,-127.72954520294584
2021-06-02,1566.0,1540.0,1571.6,1536.0,5424000,1.62,2,2,6,2021,153,2,22,1647.19,1672.9798245282177,6.768189509306254,-109.74349238065656,-132.63106727544476
2021-06-03,1584.8,1575.0,1637.8,1554.6,3183000,1.2,3,2,6,2021,154,3,22,1652.44,1684.2408586890829,7.35294117647058,-112.76043230662845,-138.35296099914183
2021-06-04,1580.0,1584.6,1607.6,1561.0,1188000,-0.3,4,2,6,2021,155,4,22,1656.8,1694.70831749846,2.753872633390742,-116.88517479677262,-144.75109317227017
2021-06-07,1590.0,1596.8,1607.6,1582.0,2539000,0.63,0,2,6,2021,158,7,23,1661.0600000000002,1706.7828772351402,4.629629629629633,-119.96097085078532,-151.71757276614454
2021-06-08,1629.8,1597.2,1650.0,1582.4,6560000,2.5,1,2,6,2021,159,8,23,1665.33,1719.0758116809445,22.73838630806837,-123.16010005644102,-159.65672324498436
